variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes	sensi_1	sensi_0	speci_1	speci_0	mutation_in_interest	mutation_not_in_interest	mutation_in_compared	mutation_not_in_compared
group_1174	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1175	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1176	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1177	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
ybiI_1	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1179	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1180	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1181	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1182	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1184	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
xerD_3	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_423	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
dam_2	0.542	0.00011899999999999999	0.6829999999999999	0.32	0.782	0.0377		0.7166666666666667	0.2833333333333333	0.6333333333333333	0.3666666666666667	43	17	22	38
group_1165	0.5329999999999999	0.00025299999999999997	0.91	-0.0444	0.392	0.0104		0.7	0.3	0.6333333333333333	0.3666666666666667	42	18	22	38
group_404	0.45799999999999996	0.00011899999999999999	0.6829999999999999	-0.32	0.782	0.0377		0.2833333333333333	0.7166666666666667	0.3666666666666667	0.6333333333333333	17	43	38	22
group_98	0.45799999999999996	0.00011899999999999999	0.6829999999999999	-0.32	0.782	0.0377		0.2833333333333333	0.7166666666666667	0.3666666666666667	0.6333333333333333	17	43	38	22
group_298	0.45	0.00024300000000000002	0.192	0.47100000000000003	0.359	0.12		0.2833333333333333	0.7166666666666667	0.3833333333333333	0.6166666666666667	17	43	37	23
group_883	0.442	0.358	0.828	0.0153	0.07	0.0201		0.48333333333333334	0.5166666666666667	0.6	0.4	29	31	24	36
group_1146	0.38299999999999995	0.26	0.8859999999999999	-0.0129	0.0899	0.0132		0.3333333333333333	0.6666666666666666	0.5666666666666667	0.43333333333333335	20	40	26	34
group_97	0.36700000000000005	0.0582	0.22399999999999998	-0.33	0.27	0.11199999999999999		0.2833333333333333	0.7166666666666667	0.55	0.44999999999999996	17	43	27	33
group_297	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_603	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_604	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_931	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_932	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_933	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_934	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_936	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_937	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_938	0.358	0.0866	0.807	-0.0888	0.363	0.0225		0.2833333333333333	0.7166666666666667	0.5666666666666667	0.43333333333333335	17	43	26	34
group_147	0.35	0.126	0.698	0.11699999999999999	0.301	0.0358		0.2833333333333333	0.7166666666666667	0.5833333333333333	0.41666666666666663	17	43	25	35
group_935	0.35	0.126	0.8809999999999999	-0.0515	0.344	0.0138		0.2833333333333333	0.7166666666666667	0.5833333333333333	0.41666666666666663	17	43	25	35
group_607	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_608	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_610	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_611	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_951	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_956	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_962	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_969	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_970	0.342	0.0832	0.757	0.17800000000000002	0.575	0.0285		0.26666666666666666	0.7333333333333333	0.5833333333333333	0.41666666666666663	16	44	25	35
group_1112	0.33299999999999996	0.245	0.51	-0.0494	0.0747	0.0607		0.38333333333333336	0.6166666666666667	0.7166666666666667	0.2833333333333333	23	37	17	43
group_411	0.33299999999999996	0.121	0.703	0.0389	0.102	0.0352		0.26666666666666666	0.7333333333333333	0.6	0.4	16	44	24	36
group_949	0.33299999999999996	0.121	0.752	0.174	0.5489999999999999	0.0292		0.26666666666666666	0.7333333333333333	0.6	0.4	16	44	24	36
group_1186	0.292	0.00259	0.0339	0.185	0.0863	0.19399999999999998		0.4166666666666667	0.5833333333333334	0.8333333333333334	0.16666666666666663	25	35	10	50
group_430	0.292	0.841	0.746	0.0292	0.09	0.0299		0.3	0.7	0.7166666666666667	0.2833333333333333	18	42	17	43
group_25	0.275	0.152	0.7929999999999999	0.0202	0.0766	0.0243		0.3333333333333333	0.6666666666666666	0.7833333333333333	0.21666666666666667	20	40	13	47
group_39	0.275	0.00216	0.5329999999999999	-0.10300000000000001	0.165	0.0574		0.15	0.85	0.6	0.4	9	51	24	36
group_605	0.275	0.00216	0.484	-0.282	0.401	0.0645		0.15	0.85	0.6	0.4	9	51	24	36
group_939	0.275	0.00216	0.484	-0.282	0.401	0.0645		0.15	0.85	0.6	0.4	9	51	24	36
group_1371	0.267	0.409	0.235	-0.099	0.083	0.109		0.23333333333333334	0.7666666666666667	0.7	0.30000000000000004	14	46	18	42
group_1941	0.267	0.68	0.289	0.505	0.474	0.0975		0.2833333333333333	0.7166666666666667	0.75	0.25	17	43	15	45
group_606	0.267	0.00385	0.9440000000000001	0.0229	0.32299999999999995	0.006529999999999999		0.15	0.85	0.6166666666666667	0.3833333333333333	9	51	23	37
group_609	0.267	0.00385	0.9440000000000001	0.0229	0.32299999999999995	0.006529999999999999		0.15	0.85	0.6166666666666667	0.3833333333333333	9	51	23	37
group_602	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_929	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_930	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_940	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_941	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_942	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_943	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_944	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_945	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_946	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_947	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_948	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_950	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
rusA	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_953	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_954	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_955	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_957	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_958	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_959	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_960	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
rdgC_1	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_963	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_964	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_965	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_967	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_968	0.258	0.00176	0.672	-0.33899999999999997	0.799	0.0391		0.13333333333333333	0.8666666666666667	0.6166666666666667	0.3833333333333333	8	52	23	37
group_1115	0.25	0.00316	0.743	0.121	0.369	0.0303		0.13333333333333333	0.8666666666666667	0.6333333333333333	0.3666666666666667	8	52	22	38
group_966	0.242	0.0013800000000000002	0.049	-0.655	0.32899999999999996	0.18		0.11666666666666667	0.8833333333333333	0.6333333333333333	0.3666666666666667	7	53	22	38
group_1348	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1349	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1350	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1351	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1352	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1353	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1354	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1355	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1356	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1357	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1358	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1366	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_1367	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
group_796	0.217	0.0763	0.6779999999999999	-0.15	0.36	0.0382		0.15	0.85	0.7166666666666667	0.2833333333333333	9	51	17	43
clpV1_2	0.20800000000000002	0.261	0.794	0.0903	0.345	0.0241		0.16666666666666666	0.8333333333333334	0.75	0.25	10	50	15	45
group_832	0.20800000000000002	0.11599999999999999	0.8690000000000001	-0.062	0.376	0.0152		0.15	0.85	0.7333333333333334	0.2666666666666667	9	51	16	44
group_833	0.20800000000000002	0.11599999999999999	0.8690000000000001	-0.062	0.376	0.0152		0.15	0.85	0.7333333333333334	0.2666666666666667	9	51	16	44
group_834	0.20800000000000002	0.11599999999999999	0.8690000000000001	-0.062	0.376	0.0152		0.15	0.85	0.7333333333333334	0.2666666666666667	9	51	16	44
group_835	0.20800000000000002	0.11599999999999999	0.8690000000000001	-0.062	0.376	0.0152		0.15	0.85	0.7333333333333334	0.2666666666666667	9	51	16	44
group_1292	0.2	0.0679	0.11699999999999999	0.142	0.09	0.14400000000000002		0.26666666666666666	0.7333333333333333	0.8666666666666667	0.1333333333333333	16	44	8	52
group_1870	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1871	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1872	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1873	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1874	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1875	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1876	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1877	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1878	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1879	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1880	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1881	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1882	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1883	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1884	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1885	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1886	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1887	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1888	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1889	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1890	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
pliG	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1892	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1893	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1894	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1895	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
klcA	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1897	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1898	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1899	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
yhdJ_1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1901	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1902	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1903	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1904	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1905	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1906	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1907	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1908	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1909	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1910	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1911	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1912	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1913	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1914	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1915	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traI	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
ylpA	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1918	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1919	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1920	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1921	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traQ	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1923	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1924	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1925	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1926	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1927	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1928	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1929	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1930	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traC	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1932	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1933	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traR	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
traV	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1936	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1937	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
psiB	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1939	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
ssb_1	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1942	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1943	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1944	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1945	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1946	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1947	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1948	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1950	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1951	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1952	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1953	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1954	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1955	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1956	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1957	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1958	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1959	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1960	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
ssb_3	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1962	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1963	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1964	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1965	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1967	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1968	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
group_1969	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
lexA_2	0.2	0.171	0.9890000000000001	0.0216	1.59	0.00125		0.15	0.85	0.75	0.25	9	51	15	45
